ID,Name,Full Name,Type 1,Type 2,Fast Move,Charge Move
1573,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Frustration
1574,Hitmonchan,Hitmonchan,Fighting,Ghost,Bullet Punch,Return
1575,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Ice Punch
1576,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Thunder Punch
1577,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Fire Punch
1578,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Brick Break
1579,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Close Combat
1580,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Power-Up Punch
1581,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Frustration
1582,Hitmonchan,Hitmonchan,Fighting,Ghost,Rock Smash,Return
1583,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Ice Punch
1584,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Thunder Punch
1585,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Fire Punch
1586,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Brick Break
1587,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Close Combat
1588,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Power-Up Punch
1589,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Frustration
1590,Hitmonchan,Hitmonchan,Fighting,Ghost,Counter,Return
1591,Lickitung,Lickitung,Normal,Ghost,Lick,Hyper Beam
1592,Lickitung,Lickitung,Normal,Ghost,Lick,Power Whip
1593,Lickitung,Lickitung,Normal,Ghost,Lick,Stomp
1594,Lickitung,Lickitung,Normal,Ghost,Lick,Body Slam
1595,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Hyper Beam
1596,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Power Whip
1597,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Stomp
1598,Lickitung,Lickitung,Normal,Ghost,Zen Headbutt,Body Slam
1599,Koffing,Koffing,Poison,Ghost,Tackle,Dark Pulse
1600,Koffing,Koffing,Poison,Ghost,Tackle,Sludge
1601,Koffing,Koffing,Poison,Ghost,Tackle,Sludge Bomb
1602,Koffing,Koffing,Poison,Ghost,Tackle,Frustration
1603,Koffing,Koffing,Poison,Ghost,Tackle,Return
1604,Koffing,Koffing,Poison,Ghost,Infestation,Dark Pulse
1605,Koffing,Koffing,Poison,Ghost,Infestation,Sludge
1606,Koffing,Koffing,Poison,Ghost,Infestation,Sludge Bomb
1607,Koffing,Koffing,Poison,Ghost,Infestation,Frustration
1608,Koffing,Koffing,Poison,Ghost,Infestation,Return
1609,Weezing,Weezing,Poison,Ghost,Tackle,Dark Pulse
1610,Weezing,Weezing,Poison,Ghost,Tackle,Shadow Ball
1611,Weezing,Weezing,Poison,Ghost,Tackle,Thunderbolt
1612,Weezing,Weezing,Poison,Ghost,Tackle,Sludge Bomb
1613,Weezing,Weezing,Poison,Ghost,Tackle,Frustration
1614,Weezing,Weezing,Poison,Ghost,Tackle,Return
1615,Weezing,Weezing,Poison,Ghost,Infestation,Dark Pulse
1616,Weezing,Weezing,Poison,Ghost,Infestation,Shadow Ball
1617,Weezing,Weezing,Poison,Ghost,Infestation,Thunderbolt
1618,Weezing,Weezing,Poison,Ghost,Infestation,Sludge Bomb
1619,Weezing,Weezing,Poison,Ghost,Infestation,Frustration
1620,Weezing,Weezing,Poison,Ghost,Infestation,Return
1621,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Hyper Beam
1622,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Sludge
1623,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Play Rough
1624,Weezing,Weezing (Galarian Weezing),Poison,Fairy,Tackle,Overheat
1625,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Bulldoze
1626,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Horn Attack
1627,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Stomp
1628,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Frustration
1629,Rhyhorn,Rhyhorn,Ground,Rock,Mud-Slap,Return
1630,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Bulldoze
1631,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Horn Attack
1632,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Stomp
1633,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Frustration
1634,Rhyhorn,Rhyhorn,Ground,Rock,Rock Smash,Return
1635,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Megahorn
1636,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Earthquake
1637,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Stone Edge
1638,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Surf
1639,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Frustration
1640,Rhydon,Rhydon,Ground,Rock,Mud-Slap,Return
1641,Rhydon,Rhydon,Ground,Rock,Rock Smash,Megahorn
1642,Rhydon,Rhydon,Ground,Rock,Rock Smash,Earthquake
1643,Rhydon,Rhydon,Ground,Rock,Rock Smash,Stone Edge
1644,Rhydon,Rhydon,Ground,Rock,Rock Smash,Surf
1645,Rhydon,Rhydon,Ground,Rock,Rock Smash,Frustration
1646,Rhydon,Rhydon,Ground,Rock,Rock Smash,Return
1647,Chansey,Chansey,Normal,Rock,Pound,Hyper Beam
1648,Chansey,Chansey,Normal,Rock,Pound,Dazzling Gleam
1649,Chansey,Chansey,Normal,Rock,Pound,Psychic
1650,Chansey,Chansey,Normal,Rock,Zen Headbutt,Hyper Beam
1651,Chansey,Chansey,Normal,Rock,Zen Headbutt,Dazzling Gleam
1652,Chansey,Chansey,Normal,Rock,Zen Headbutt,Psychic
1653,Tangela,Tangela,Grass,Rock,Vine Whip,Sludge Bomb
1654,Tangela,Tangela,Grass,Rock,Vine Whip,Solar Beam
1655,Tangela,Tangela,Grass,Rock,Vine Whip,Power Whip
1656,Tangela,Tangela,Grass,Rock,Vine Whip,Grass Knot
1657,Tangela,Tangela,Grass,Rock,Infestation,Sludge Bomb
1658,Tangela,Tangela,Grass,Rock,Infestation,Solar Beam
1659,Tangela,Tangela,Grass,Rock,Infestation,Power Whip
1660,Tangela,Tangela,Grass,Rock,Infestation,Grass Knot
1661,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Earthquake
1662,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Brick Break
1663,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Stomp
1664,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Outrage
1665,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Crunch
1666,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Power-Up Punch
1667,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Frustration
1668,Kangaskhan,Kangaskhan,Normal,Rock,Low Kick,Return
1669,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Earthquake
1670,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Brick Break
1671,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Stomp
1672,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Outrage
1673,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Crunch
1674,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Power-Up Punch
1675,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Frustration
1676,Kangaskhan,Kangaskhan,Normal,Rock,Mud-Slap,Return
1677,Horsea,Horsea,Water,Rock,Water Gun,Flash Cannon
1678,Horsea,Horsea,Water,Rock,Water Gun,Bubble Beam
1679,Horsea,Horsea,Water,Rock,Water Gun,Dragon Pulse
1680,Horsea,Horsea,Water,Rock,Bubble,Flash Cannon
1681,Horsea,Horsea,Water,Rock,Bubble,Bubble Beam
1682,Horsea,Horsea,Water,Rock,Bubble,Dragon Pulse
1683,Seadra,Seadra,Water,Rock,Dragon Breath,Blizzard
1684,Seadra,Seadra,Water,Rock,Dragon Breath,Dragon Pulse
1685,Seadra,Seadra,Water,Rock,Dragon Breath,Hydro Pump
1686,Seadra,Seadra,Water,Rock,Dragon Breath,Aurora Beam
1687,Seadra,Seadra,Water,Rock,Water Gun,Blizzard
1688,Seadra,Seadra,Water,Rock,Water Gun,Dragon Pulse
1689,Seadra,Seadra,Water,Rock,Water Gun,Hydro Pump
1690,Seadra,Seadra,Water,Rock,Water Gun,Aurora Beam
1691,Goldeen,Goldeen,Water,Rock,Peck,Aqua Tail
1692,Goldeen,Goldeen,Water,Rock,Peck,Water Pulse
1693,Goldeen,Goldeen,Water,Rock,Peck,Horn Attack
1694,Goldeen,Goldeen,Water,Rock,Mud Shot,Aqua Tail
1695,Goldeen,Goldeen,Water,Rock,Mud Shot,Water Pulse
1696,Goldeen,Goldeen,Water,Rock,Mud Shot,Horn Attack
1697,Seaking,Seaking,Water,Rock,Peck,Megahorn
1698,Seaking,Seaking,Water,Rock,Peck,Ice Beam
1699,Seaking,Seaking,Water,Rock,Peck,Drill Run
1700,Seaking,Seaking,Water,Rock,Peck,Water Pulse
1701,Seaking,Seaking,Water,Rock,Peck,Icy Wind
1702,Seaking,Seaking,Water,Rock,Poison Jab,Megahorn
1703,Seaking,Seaking,Water,Rock,Poison Jab,Ice Beam
1704,Seaking,Seaking,Water,Rock,Poison Jab,Drill Run
1705,Seaking,Seaking,Water,Rock,Poison Jab,Water Pulse
1706,Seaking,Seaking,Water,Rock,Poison Jab,Icy Wind
1707,Seaking,Seaking,Water,Rock,Waterfall,Megahorn
1708,Seaking,Seaking,Water,Rock,Waterfall,Ice Beam
1709,Seaking,Seaking,Water,Rock,Waterfall,Drill Run
1710,Seaking,Seaking,Water,Rock,Waterfall,Water Pulse
1711,Seaking,Seaking,Water,Rock,Waterfall,Icy Wind
1712,Staryu,Staryu,Water,Rock,Tackle,Bubble Beam
1713,Staryu,Staryu,Water,Rock,Tackle,Power Gem
1714,Staryu,Staryu,Water,Rock,Tackle,Swift
1715,Staryu,Staryu,Water,Rock,Water Gun,Bubble Beam
1716,Staryu,Staryu,Water,Rock,Water Gun,Power Gem
1717,Staryu,Staryu,Water,Rock,Water Gun,Swift
1718,Starmie,Starmie,Water,Psychic,Tackle,Ice Beam
1719,Starmie,Starmie,Water,Psychic,Tackle,Power Gem
1720,Starmie,Starmie,Water,Psychic,Tackle,Thunder
1721,Starmie,Starmie,Water,Psychic,Tackle,Hydro Pump
1722,Starmie,Starmie,Water,Psychic,Tackle,Psychic
1723,Starmie,Starmie,Water,Psychic,Water Gun,Ice Beam
1724,Starmie,Starmie,Water,Psychic,Water Gun,Power Gem
1725,Starmie,Starmie,Water,Psychic,Water Gun,Thunder
1726,Starmie,Starmie,Water,Psychic,Water Gun,Hydro Pump
1727,Starmie,Starmie,Water,Psychic,Water Gun,Psychic
1728,Starmie,Starmie,Water,Psychic,Hidden Power,Ice Beam
1729,Starmie,Starmie,Water,Psychic,Hidden Power,Power Gem
1730,Starmie,Starmie,Water,Psychic,Hidden Power,Thunder
1731,Starmie,Starmie,Water,Psychic,Hidden Power,Hydro Pump
1732,Starmie,Starmie,Water,Psychic,Hidden Power,Psychic
1733,Mr. Mime,Mr. Mime,Psychic,Fairy,Zen Headbutt,Psybeam
1734,Mr. Mime,Mr. Mime,Psychic,Fairy,Zen Headbutt,Shadow Ball
1735,Mr. Mime,Mr. Mime,Psychic,Fairy,Zen Headbutt,Psychic
1736,Mr. Mime,Mr. Mime,Psychic,Fairy,Zen Headbutt,Frustration
1737,Mr. Mime,Mr. Mime,Psychic,Fairy,Zen Headbutt,Return
1738,Mr. Mime,Mr. Mime,Psychic,Fairy,Confusion,Psybeam
1739,Mr. Mime,Mr. Mime,Psychic,Fairy,Confusion,Shadow Ball
1740,Mr. Mime,Mr. Mime,Psychic,Fairy,Confusion,Psychic
1741,Mr. Mime,Mr. Mime,Psychic,Fairy,Confusion,Frustration
1742,Mr. Mime,Mr. Mime,Psychic,Fairy,Confusion,Return
1743,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Ice,Psychic,Zen Headbutt,Psybeam
1744,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Ice,Psychic,Zen Headbutt,Ice Punch
1745,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Ice,Psychic,Zen Headbutt,Psychic
1746,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Ice,Psychic,Confusion,Psybeam
1747,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Ice,Psychic,Confusion,Ice Punch
1748,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Ice,Psychic,Confusion,Psychic
1749,Scyther,Scyther,Bug,Flying,Fury Cutter,Aerial Ace
1750,Scyther,Scyther,Bug,Flying,Fury Cutter,Bug Buzz
1751,Scyther,Scyther,Bug,Flying,Fury Cutter,Night Slash
1752,Scyther,Scyther,Bug,Flying,Fury Cutter,X-Scissor
1753,Scyther,Scyther,Bug,Flying,Fury Cutter,Frustration
1754,Scyther,Scyther,Bug,Flying,Fury Cutter,Return
1755,Scyther,Scyther,Bug,Flying,Steel Wing,Aerial Ace
1756,Scyther,Scyther,Bug,Flying,Steel Wing,Bug Buzz
1757,Scyther,Scyther,Bug,Flying,Steel Wing,Night Slash
1758,Scyther,Scyther,Bug,Flying,Steel Wing,X-Scissor
1759,Scyther,Scyther,Bug,Flying,Steel Wing,Frustration
1760,Scyther,Scyther,Bug,Flying,Steel Wing,Return
1761,Scyther,Scyther,Bug,Flying,Air Slash,Aerial Ace
1762,Scyther,Scyther,Bug,Flying,Air Slash,Bug Buzz
1763,Scyther,Scyther,Bug,Flying,Air Slash,Night Slash
1764,Scyther,Scyther,Bug,Flying,Air Slash,X-Scissor
1765,Scyther,Scyther,Bug,Flying,Air Slash,Frustration
1766,Scyther,Scyther,Bug,Flying,Air Slash,Return
1767,Jynx,Jynx,Ice,Psychic,Frost Breath,Ice Punch
1768,Jynx,Jynx,Ice,Psychic,Frost Breath,Psyshock
1769,Jynx,Jynx,Ice,Psychic,Frost Breath,Draining Kiss
1770,Jynx,Jynx,Ice,Psychic,Frost Breath,Focus Blast
1771,Jynx,Jynx,Ice,Psychic,Frost Breath,Avalanche
1772,Jynx,Jynx,Ice,Psychic,Pound,Ice Punch
1773,Jynx,Jynx,Ice,Psychic,Pound,Psyshock
1774,Jynx,Jynx,Ice,Psychic,Pound,Draining Kiss
1775,Jynx,Jynx,Ice,Psychic,Pound,Focus Blast
1776,Jynx,Jynx,Ice,Psychic,Pound,Avalanche
1777,Jynx,Jynx,Ice,Psychic,Confusion,Ice Punch
1778,Jynx,Jynx,Ice,Psychic,Confusion,Psyshock
1779,Jynx,Jynx,Ice,Psychic,Confusion,Draining Kiss
1780,Jynx,Jynx,Ice,Psychic,Confusion,Focus Blast
1781,Jynx,Jynx,Ice,Psychic,Confusion,Avalanche
1782,Electabuzz,Electabuzz,Electric,Psychic,Thunder Shock,Thunder Punch
1783,Electabuzz,Electabuzz,Electric,Psychic,Thunder Shock,Thunder
1784,Electabuzz,Electabuzz,Electric,Psychic,Thunder Shock,Thunderbolt
1785,Electabuzz,Electabuzz,Electric,Psychic,Thunder Shock,Frustration
1786,Electabuzz,Electabuzz,Electric,Psychic,Thunder Shock,Return
1787,Electabuzz,Electabuzz,Electric,Psychic,Low Kick,Thunder Punch
1788,Electabuzz,Electabuzz,Electric,Psychic,Low Kick,Thunder
1789,Electabuzz,Electabuzz,Electric,Psychic,Low Kick,Thunderbolt
1790,Electabuzz,Electabuzz,Electric,Psychic,Low Kick,Frustration
1791,Electabuzz,Electabuzz,Electric,Psychic,Low Kick,Return
1792,Magmar,Magmar,Fire,Psychic,Karate Chop,Flamethrower
1793,Magmar,Magmar,Fire,Psychic,Karate Chop,Fire Blast
1794,Magmar,Magmar,Fire,Psychic,Karate Chop,Fire Punch
1795,Magmar,Magmar,Fire,Psychic,Karate Chop,Frustration
1796,Magmar,Magmar,Fire,Psychic,Karate Chop,Return
1797,Magmar,Magmar,Fire,Psychic,Ember,Flamethrower
1798,Magmar,Magmar,Fire,Psychic,Ember,Fire Blast
1799,Magmar,Magmar,Fire,Psychic,Ember,Fire Punch
1800,Magmar,Magmar,Fire,Psychic,Ember,Frustration
1801,Magmar,Magmar,Fire,Psychic,Ember,Return
1802,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,Vise Grip
1803,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,Submission
1804,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,X-Scissor
1805,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,Close Combat
1806,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,Superpower
1807,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,Frustration
1808,Pinsir,Pinsir,Bug,Psychic,Fury Cutter,Return
1809,Pinsir,Pinsir,Bug,Psychic,Bug Bite,Vise Grip
1810,Pinsir,Pinsir,Bug,Psychic,Bug Bite,Submission
1811,Pinsir,Pinsir,Bug,Psychic,Bug Bite,X-Scissor
1812,Pinsir,Pinsir,Bug,Psychic,Bug Bite,Close Combat
1813,Pinsir,Pinsir,Bug,Psychic,Bug Bite,Superpower
1814,Pinsir,Pinsir,Bug,Psychic,Bug Bite,Frustration
1815,Pinsir,Pinsir,Bug,Psychic,Bug Bite,Return
1816,Pinsir,Pinsir,Bug,Psychic,Rock Smash,Vise Grip
1817,Pinsir,Pinsir,Bug,Psychic,Rock Smash,Submission
1818,Pinsir,Pinsir,Bug,Psychic,Rock Smash,X-Scissor
1819,Pinsir,Pinsir,Bug,Psychic,Rock Smash,Close Combat
1820,Pinsir,Pinsir,Bug,Psychic,Rock Smash,Superpower
1821,Pinsir,Pinsir,Bug,Psychic,Rock Smash,Frustration
1822,Pinsir,Pinsir,Bug,Psychic,Rock Smash,Return
1823,Tauros,Tauros,Normal,Psychic,Tackle,Earthquake
1824,Tauros,Tauros,Normal,Psychic,Tackle,Iron Head
1825,Tauros,Tauros,Normal,Psychic,Tackle,Horn Attack
1826,Tauros,Tauros,Normal,Psychic,Zen Headbutt,Earthquake
1827,Tauros,Tauros,Normal,Psychic,Zen Headbutt,Iron Head
1828,Tauros,Tauros,Normal,Psychic,Zen Headbutt,Horn Attack
1829,Magikarp,Magikarp,Water,Psychic,Splash,Struggle
1830,Magikarp,Magikarp,Water,Psychic,Splash,Frustration
1831,Magikarp,Magikarp,Water,Psychic,Splash,Return
1832,Gyarados,Gyarados,Water,Flying,Bite,Aqua Tail
1833,Gyarados,Gyarados,Water,Flying,Bite,Twister
1834,Gyarados,Gyarados,Water,Flying,Bite,Dragon Pulse
1835,Gyarados,Gyarados,Water,Flying,Bite,Hydro Pump
1836,Gyarados,Gyarados,Water,Flying,Bite,Outrage
1837,Gyarados,Gyarados,Water,Flying,Bite,Crunch
1838,Gyarados,Gyarados,Water,Flying,Bite,Frustration
1839,Gyarados,Gyarados,Water,Flying,Bite,Return
1840,Gyarados,Gyarados,Water,Flying,Dragon Breath,Aqua Tail
1841,Gyarados,Gyarados,Water,Flying,Dragon Breath,Twister
1842,Gyarados,Gyarados,Water,Flying,Dragon Breath,Dragon Pulse
1843,Gyarados,Gyarados,Water,Flying,Dragon Breath,Hydro Pump
1844,Gyarados,Gyarados,Water,Flying,Dragon Breath,Outrage
1845,Gyarados,Gyarados,Water,Flying,Dragon Breath,Crunch
1846,Gyarados,Gyarados,Water,Flying,Dragon Breath,Frustration
1847,Gyarados,Gyarados,Water,Flying,Dragon Breath,Return
1848,Gyarados,Gyarados,Water,Flying,Dragon Tail,Aqua Tail
1849,Gyarados,Gyarados,Water,Flying,Dragon Tail,Twister
1850,Gyarados,Gyarados,Water,Flying,Dragon Tail,Dragon Pulse
1851,Gyarados,Gyarados,Water,Flying,Dragon Tail,Hydro Pump
1852,Gyarados,Gyarados,Water,Flying,Dragon Tail,Outrage
1853,Gyarados,Gyarados,Water,Flying,Dragon Tail,Crunch
1854,Gyarados,Gyarados,Water,Flying,Dragon Tail,Frustration
1855,Gyarados,Gyarados,Water,Flying,Dragon Tail,Return
1856,Gyarados,Gyarados,Water,Flying,Waterfall,Aqua Tail
1857,Gyarados,Gyarados,Water,Flying,Waterfall,Twister
1858,Gyarados,Gyarados,Water,Flying,Waterfall,Dragon Pulse
1859,Gyarados,Gyarados,Water,Flying,Waterfall,Hydro Pump
1860,Gyarados,Gyarados,Water,Flying,Waterfall,Outrage
1861,Gyarados,Gyarados,Water,Flying,Waterfall,Crunch
1862,Gyarados,Gyarados,Water,Flying,Waterfall,Frustration
1863,Gyarados,Gyarados,Water,Flying,Waterfall,Return
1864,Lapras,Lapras,Water,Ice,Ice Shard,Ice Beam
1865,Lapras,Lapras,Water,Ice,Ice Shard,Blizzard
1866,Lapras,Lapras,Water,Ice,Ice Shard,Dragon Pulse
1867,Lapras,Lapras,Water,Ice,Ice Shard,Hydro Pump
1868,Lapras,Lapras,Water,Ice,Ice Shard,Surf
1869,Lapras,Lapras,Water,Ice,Ice Shard,Skull Bash
1870,Lapras,Lapras,Water,Ice,Ice Shard,Frustration
1871,Lapras,Lapras,Water,Ice,Ice Shard,Return
1872,Lapras,Lapras,Water,Ice,Frost Breath,Ice Beam
1873,Lapras,Lapras,Water,Ice,Frost Breath,Blizzard
1874,Lapras,Lapras,Water,Ice,Frost Breath,Dragon Pulse
1875,Lapras,Lapras,Water,Ice,Frost Breath,Hydro Pump
1876,Lapras,Lapras,Water,Ice,Frost Breath,Surf
1877,Lapras,Lapras,Water,Ice,Frost Breath,Skull Bash
1878,Lapras,Lapras,Water,Ice,Frost Breath,Frustration
1879,Lapras,Lapras,Water,Ice,Frost Breath,Return
1880,Lapras,Lapras,Water,Ice,Water Gun,Ice Beam
1881,Lapras,Lapras,Water,Ice,Water Gun,Blizzard
1882,Lapras,Lapras,Water,Ice,Water Gun,Dragon Pulse
1883,Lapras,Lapras,Water,Ice,Water Gun,Hydro Pump
1884,Lapras,Lapras,Water,Ice,Water Gun,Surf
1885,Lapras,Lapras,Water,Ice,Water Gun,Skull Bash
1886,Lapras,Lapras,Water,Ice,Water Gun,Frustration
1887,Lapras,Lapras,Water,Ice,Water Gun,Return
1888,Ditto,Ditto,Normal,Ice,Transform,Struggle
1889,Eevee,Eevee,Normal,Ice,Quick Attack,Dig
1890,Eevee,Eevee,Normal,Ice,Quick Attack,Swift
1891,Eevee,Eevee,Normal,Ice,Quick Attack,Body Slam
1892,Eevee,Eevee,Normal,Ice,Quick Attack,Last Resort
1893,Eevee,Eevee,Normal,Ice,Tackle,Dig
1894,Eevee,Eevee,Normal,Ice,Tackle,Swift
1895,Eevee,Eevee,Normal,Ice,Tackle,Body Slam
1896,Eevee,Eevee,Normal,Ice,Tackle,Last Resort
1897,Vaporeon,Vaporeon,Water,Ice,Water Gun,Aqua Tail
1898,Vaporeon,Vaporeon,Water,Ice,Water Gun,Water Pulse
1899,Vaporeon,Vaporeon,Water,Ice,Water Gun,Scald
1900,Vaporeon,Vaporeon,Water,Ice,Water Gun,Hydro Pump
1901,Vaporeon,Vaporeon,Water,Ice,Water Gun,Last Resort
1902,Jolteon,Jolteon,Electric,Ice,Thunder Shock,Discharge
1903,Jolteon,Jolteon,Electric,Ice,Thunder Shock,Thunder
1904,Jolteon,Jolteon,Electric,Ice,Thunder Shock,Thunderbolt
1905,Jolteon,Jolteon,Electric,Ice,Thunder Shock,Zap Cannon
1906,Jolteon,Jolteon,Electric,Ice,Thunder Shock,Last Resort
1907,Jolteon,Jolteon,Electric,Ice,Volt Switch,Discharge
1908,Jolteon,Jolteon,Electric,Ice,Volt Switch,Thunder
1909,Jolteon,Jolteon,Electric,Ice,Volt Switch,Thunderbolt
1910,Jolteon,Jolteon,Electric,Ice,Volt Switch,Zap Cannon
1911,Jolteon,Jolteon,Electric,Ice,Volt Switch,Last Resort
1912,Flareon,Flareon,Fire,Ice,Ember,Flamethrower
1913,Flareon,Flareon,Fire,Ice,Ember,Heat Wave
1914,Flareon,Flareon,Fire,Ice,Ember,Fire Blast
1915,Flareon,Flareon,Fire,Ice,Ember,Overheat
1916,Flareon,Flareon,Fire,Ice,Ember,Last Resort
1917,Flareon,Flareon,Fire,Ice,Ember,Superpower
1918,Flareon,Flareon,Fire,Ice,Fire Spin,Flamethrower
1919,Flareon,Flareon,Fire,Ice,Fire Spin,Heat Wave
1920,Flareon,Flareon,Fire,Ice,Fire Spin,Fire Blast
1921,Flareon,Flareon,Fire,Ice,Fire Spin,Overheat
1922,Flareon,Flareon,Fire,Ice,Fire Spin,Last Resort
1923,Flareon,Flareon,Fire,Ice,Fire Spin,Superpower
1924,Porygon,Porygon,Normal,Ice,Tackle,Hyper Beam
1925,Porygon,Porygon,Normal,Ice,Tackle,Psybeam
1926,Porygon,Porygon,Normal,Ice,Tackle,Discharge
1927,Porygon,Porygon,Normal,Ice,Tackle,Signal Beam
1928,Porygon,Porygon,Normal,Ice,Tackle,Solar Beam
1929,Porygon,Porygon,Normal,Ice,Tackle,Zap Cannon
1930,Porygon,Porygon,Normal,Ice,Tackle,Frustration
1931,Porygon,Porygon,Normal,Ice,Tackle,Return
1932,Porygon,Porygon,Normal,Ice,Tackle,Tri Attack
1933,Porygon,Porygon,Normal,Ice,Zen Headbutt,Hyper Beam
1934,Porygon,Porygon,Normal,Ice,Zen Headbutt,Psybeam
1935,Porygon,Porygon,Normal,Ice,Zen Headbutt,Discharge
1936,Porygon,Porygon,Normal,Ice,Zen Headbutt,Signal Beam
1937,Porygon,Porygon,Normal,Ice,Zen Headbutt,Solar Beam
1938,Porygon,Porygon,Normal,Ice,Zen Headbutt,Zap Cannon
1939,Porygon,Porygon,Normal,Ice,Zen Headbutt,Frustration
1940,Porygon,Porygon,Normal,Ice,Zen Headbutt,Return
1941,Porygon,Porygon,Normal,Ice,Zen Headbutt,Tri Attack
1942,Porygon,Porygon,Normal,Ice,Charge Beam,Hyper Beam
1943,Porygon,Porygon,Normal,Ice,Charge Beam,Psybeam
1944,Porygon,Porygon,Normal,Ice,Charge Beam,Discharge
1945,Porygon,Porygon,Normal,Ice,Charge Beam,Signal Beam
1946,Porygon,Porygon,Normal,Ice,Charge Beam,Solar Beam
1947,Porygon,Porygon,Normal,Ice,Charge Beam,Zap Cannon
1948,Porygon,Porygon,Normal,Ice,Charge Beam,Frustration
1949,Porygon,Porygon,Normal,Ice,Charge Beam,Return
1950,Porygon,Porygon,Normal,Ice,Charge Beam,Tri Attack
1951,Porygon,Porygon,Normal,Ice,Hidden Power,Hyper Beam
1952,Porygon,Porygon,Normal,Ice,Hidden Power,Psybeam
1953,Porygon,Porygon,Normal,Ice,Hidden Power,Discharge
1954,Porygon,Porygon,Normal,Ice,Hidden Power,Signal Beam
1955,Porygon,Porygon,Normal,Ice,Hidden Power,Solar Beam
1956,Porygon,Porygon,Normal,Ice,Hidden Power,Zap Cannon
1957,Porygon,Porygon,Normal,Ice,Hidden Power,Frustration
1958,Porygon,Porygon,Normal,Ice,Hidden Power,Return
1959,Porygon,Porygon,Normal,Ice,Hidden Power,Tri Attack
1960,Omanyte,Omanyte,Rock,Water,Mud Shot,Bubble Beam
1961,Omanyte,Omanyte,Rock,Water,Mud Shot,Ancient Power
1962,Omanyte,Omanyte,Rock,Water,Mud Shot,Rock Tomb
1963,Omanyte,Omanyte,Rock,Water,Mud Shot,Brine
1964,Omanyte,Omanyte,Rock,Water,Mud Shot,Rock Blast
1965,Omanyte,Omanyte,Rock,Water,Mud Shot,Frustration
