ID,Name,Full Name,Fast Move,Charge Move
1087,Marowak,Marowak,Mud-Slap,Dig
1088,Marowak,Marowak,Mud-Slap,Earthquake
1089,Marowak,Marowak,Mud-Slap,Bone Club
1090,Marowak,Marowak,Mud-Slap,Frustration
1091,Marowak,Marowak,Rock Smash,Dig
1092,Marowak,Marowak,Rock Smash,Earthquake
1093,Marowak,Marowak,Rock Smash,Bone Club
1094,Marowak,Marowak,Rock Smash,Frustration
1095,Marowak,Marowak (Alolan Marowak),Rock Smash,Flame Wheel
1096,Marowak,Marowak (Alolan Marowak),Rock Smash,Shadow Ball
1097,Marowak,Marowak (Alolan Marowak),Rock Smash,Bone Club
1098,Marowak,Marowak (Alolan Marowak),Rock Smash,Fire Blast
1099,Marowak,Marowak (Alolan Marowak),Rock Smash,Shadow Bone
1100,Marowak,Marowak (Alolan Marowak),Hex,Flame Wheel
1101,Marowak,Marowak (Alolan Marowak),Hex,Shadow Ball
1102,Marowak,Marowak (Alolan Marowak),Hex,Bone Club
1103,Marowak,Marowak (Alolan Marowak),Hex,Fire Blast
1104,Marowak,Marowak (Alolan Marowak),Hex,Shadow Bone
1105,Marowak,Marowak (Alolan Marowak),Fire Spin,Flame Wheel
1106,Marowak,Marowak (Alolan Marowak),Fire Spin,Shadow Ball
1107,Marowak,Marowak (Alolan Marowak),Fire Spin,Bone Club
1108,Marowak,Marowak (Alolan Marowak),Fire Spin,Fire Blast
1109,Marowak,Marowak (Alolan Marowak),Fire Spin,Shadow Bone
1110,Hitmonlee,Hitmonlee,Low Kick,Stone Edge
1111,Hitmonlee,Hitmonlee,Low Kick,Low Sweep
1112,Hitmonlee,Hitmonlee,Low Kick,Brick Break
1113,Hitmonlee,Hitmonlee,Rock Smash,Stone Edge
1114,Hitmonlee,Hitmonlee,Rock Smash,Low Sweep
1115,Hitmonlee,Hitmonlee,Rock Smash,Brick Break
1116,Hitmonchan,Hitmonchan,Bullet Punch,Ice Punch
1117,Hitmonchan,Hitmonchan,Bullet Punch,Thunder Punch
1118,Hitmonchan,Hitmonchan,Bullet Punch,Fire Punch
1119,Hitmonchan,Hitmonchan,Bullet Punch,Brick Break
1120,Hitmonchan,Hitmonchan,Rock Smash,Ice Punch
1121,Hitmonchan,Hitmonchan,Rock Smash,Thunder Punch
1122,Hitmonchan,Hitmonchan,Rock Smash,Fire Punch
1123,Hitmonchan,Hitmonchan,Rock Smash,Brick Break
1124,Hitmonchan,Hitmonchan,Counter,Ice Punch
1125,Hitmonchan,Hitmonchan,Counter,Thunder Punch
1126,Hitmonchan,Hitmonchan,Counter,Fire Punch
1127,Hitmonchan,Hitmonchan,Counter,Brick Break
1128,Lickitung,Lickitung,Lick,Hyper Beam
1129,Lickitung,Lickitung,Lick,Power Whip
1130,Lickitung,Lickitung,Lick,Stomp
1131,Lickitung,Lickitung,Lick,Body Slam
1132,Lickitung,Lickitung,Zen Headbutt,Hyper Beam
1133,Lickitung,Lickitung,Zen Headbutt,Power Whip
1134,Lickitung,Lickitung,Zen Headbutt,Stomp
1135,Lickitung,Lickitung,Zen Headbutt,Body Slam
1136,Koffing,Koffing,Tackle,Dark Pulse
1137,Koffing,Koffing,Tackle,Sludge
1138,Koffing,Koffing,Tackle,Sludge Bomb
1139,Koffing,Koffing,Tackle,Frustration
1140,Koffing,Koffing,Infestation,Dark Pulse
1141,Koffing,Koffing,Infestation,Sludge
1142,Koffing,Koffing,Infestation,Sludge Bomb
1143,Koffing,Koffing,Infestation,Frustration
1144,Weezing,Weezing,Tackle,Dark Pulse
1145,Weezing,Weezing,Tackle,Shadow Ball
1146,Weezing,Weezing,Tackle,Thunderbolt
1147,Weezing,Weezing,Tackle,Sludge Bomb
1148,Weezing,Weezing,Tackle,Frustration
1149,Weezing,Weezing,Infestation,Dark Pulse
1150,Weezing,Weezing,Infestation,Shadow Ball
1151,Weezing,Weezing,Infestation,Thunderbolt
1152,Weezing,Weezing,Infestation,Sludge Bomb
1153,Weezing,Weezing,Infestation,Frustration
1154,Weezing,Weezing (Galarian Weezing),Tackle,Hyper Beam
1155,Weezing,Weezing (Galarian Weezing),Tackle,Sludge
1156,Weezing,Weezing (Galarian Weezing),Tackle,Play Rough
1157,Weezing,Weezing (Galarian Weezing),Tackle,Overheat
1158,Rhyhorn,Rhyhorn,Mud-Slap,Bulldoze
1159,Rhyhorn,Rhyhorn,Mud-Slap,Horn Attack
1160,Rhyhorn,Rhyhorn,Mud-Slap,Stomp
1161,Rhyhorn,Rhyhorn,Mud-Slap,Frustration
1162,Rhyhorn,Rhyhorn,Rock Smash,Bulldoze
1163,Rhyhorn,Rhyhorn,Rock Smash,Horn Attack
1164,Rhyhorn,Rhyhorn,Rock Smash,Stomp
1165,Rhyhorn,Rhyhorn,Rock Smash,Frustration
1166,Rhydon,Rhydon,Mud-Slap,Megahorn
1167,Rhydon,Rhydon,Rock Smash,Megahorn
1168,Chansey,Chansey,Pound,Hyper Beam
1169,Chansey,Chansey,Pound,Dazzling Gleam
1170,Chansey,Chansey,Pound,Psychic
1171,Chansey,Chansey,Zen Headbutt,Hyper Beam
1172,Chansey,Chansey,Zen Headbutt,Dazzling Gleam
1173,Chansey,Chansey,Zen Headbutt,Psychic
1174,Tangela,Tangela,Vine Whip,Sludge Bomb
1175,Tangela,Tangela,Vine Whip,Solar Beam
1176,Tangela,Tangela,Vine Whip,Power Whip
1177,Tangela,Tangela,Vine Whip,Grass Knot
1178,Tangela,Tangela,Infestation,Sludge Bomb
1179,Tangela,Tangela,Infestation,Solar Beam
1180,Tangela,Tangela,Infestation,Power Whip
1181,Tangela,Tangela,Infestation,Grass Knot
1182,Kangaskhan,Kangaskhan,Low Kick,Earthquake
1183,Kangaskhan,Kangaskhan,Low Kick,Brick Break
1184,Kangaskhan,Kangaskhan,Mud-Slap,Earthquake
1185,Kangaskhan,Kangaskhan,Mud-Slap,Brick Break
1186,Horsea,Horsea,Water Gun,Flash Cannon
1187,Horsea,Horsea,Water Gun,Bubble Beam
1188,Horsea,Horsea,Water Gun,Dragon Pulse
1189,Horsea,Horsea,Bubble,Flash Cannon
1190,Horsea,Horsea,Bubble,Bubble Beam
1191,Horsea,Horsea,Bubble,Dragon Pulse
1192,Seadra,Seadra,Dragon Breath,Blizzard
1193,Seadra,Seadra,Dragon Breath,Dragon Pulse
1194,Seadra,Seadra,Dragon Breath,Hydro Pump
1195,Seadra,Seadra,Dragon Breath,Aurora Beam
1196,Seadra,Seadra,Water Gun,Blizzard
1197,Seadra,Seadra,Water Gun,Dragon Pulse
1198,Seadra,Seadra,Water Gun,Hydro Pump
1199,Seadra,Seadra,Water Gun,Aurora Beam
1200,Goldeen,Goldeen,Peck,Aqua Tail
1201,Goldeen,Goldeen,Peck,Water Pulse
1202,Goldeen,Goldeen,Peck,Horn Attack
1203,Goldeen,Goldeen,Mud Shot,Aqua Tail
1204,Goldeen,Goldeen,Mud Shot,Water Pulse
1205,Goldeen,Goldeen,Mud Shot,Horn Attack
1206,Seaking,Seaking,Peck,Megahorn
1207,Seaking,Seaking,Peck,Ice Beam
1208,Seaking,Seaking,Peck,Drill Run
1209,Seaking,Seaking,Poison Jab,Megahorn
1210,Seaking,Seaking,Poison Jab,Ice Beam
1211,Seaking,Seaking,Poison Jab,Drill Run
1212,Seaking,Seaking,Waterfall,Megahorn
1213,Seaking,Seaking,Waterfall,Ice Beam
1214,Seaking,Seaking,Waterfall,Drill Run
1215,Staryu,Staryu,Tackle,Bubble Beam
1216,Staryu,Staryu,Tackle,Power Gem
1217,Staryu,Staryu,Tackle,Swift
1218,Staryu,Staryu,Water Gun,Bubble Beam
1219,Staryu,Staryu,Water Gun,Power Gem
1220,Staryu,Staryu,Water Gun,Swift
1221,Starmie,Starmie,Tackle,Ice Beam
1222,Starmie,Starmie,Tackle,Power Gem
1223,Starmie,Starmie,Tackle,Thunder
1224,Starmie,Starmie,Tackle,Hydro Pump
1225,Starmie,Starmie,Tackle,Psychic
1226,Starmie,Starmie,Water Gun,Ice Beam
1227,Starmie,Starmie,Water Gun,Power Gem
1228,Starmie,Starmie,Water Gun,Thunder
1229,Starmie,Starmie,Water Gun,Hydro Pump
1230,Starmie,Starmie,Water Gun,Psychic
1231,Starmie,Starmie,Hidden Power,Ice Beam
1232,Starmie,Starmie,Hidden Power,Power Gem
1233,Starmie,Starmie,Hidden Power,Thunder
1234,Starmie,Starmie,Hidden Power,Hydro Pump
1235,Starmie,Starmie,Hidden Power,Psychic
1236,Mr. Mime,Mr. Mime,Zen Headbutt,Psybeam
1237,Mr. Mime,Mr. Mime,Zen Headbutt,Shadow Ball
1238,Mr. Mime,Mr. Mime,Zen Headbutt,Psychic
1239,Mr. Mime,Mr. Mime,Zen Headbutt,Frustration
1240,Mr. Mime,Mr. Mime,Confusion,Psybeam
1241,Mr. Mime,Mr. Mime,Confusion,Shadow Ball
1242,Mr. Mime,Mr. Mime,Confusion,Psychic
1243,Mr. Mime,Mr. Mime,Confusion,Frustration
1244,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Zen Headbutt,Psybeam
1245,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Zen Headbutt,Ice Punch
1246,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Zen Headbutt,Psychic
1247,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Confusion,Psybeam
1248,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Confusion,Ice Punch
1249,Mr. Mime,Mr. Mime (Galarian Mr. Mime),Confusion,Psychic
1250,Scyther,Scyther,Fury Cutter,Aerial Ace
1251,Scyther,Scyther,Fury Cutter,Bug Buzz
1252,Scyther,Scyther,Steel Wing,Aerial Ace
1253,Scyther,Scyther,Steel Wing,Bug Buzz
1254,Scyther,Scyther,Air Slash,Aerial Ace
1255,Scyther,Scyther,Air Slash,Bug Buzz
1256,Jynx,Jynx,Frost Breath,Ice Punch
1257,Jynx,Jynx,Frost Breath,Psyshock
1258,Jynx,Jynx,Frost Breath,Draining Kiss
1259,Jynx,Jynx,Frost Breath,Focus Blast
1260,Jynx,Jynx,Frost Breath,Avalanche
1261,Jynx,Jynx,Pound,Ice Punch
1262,Jynx,Jynx,Pound,Psyshock
1263,Jynx,Jynx,Pound,Draining Kiss
1264,Jynx,Jynx,Pound,Focus Blast
1265,Jynx,Jynx,Pound,Avalanche
1266,Jynx,Jynx,Confusion,Ice Punch
1267,Jynx,Jynx,Confusion,Psyshock
1268,Jynx,Jynx,Confusion,Draining Kiss
1269,Jynx,Jynx,Confusion,Focus Blast
1270,Jynx,Jynx,Confusion,Avalanche
1271,Electabuzz,Electabuzz,Thunder Shock,Thunder Punch
1272,Electabuzz,Electabuzz,Thunder Shock,Thunder
1273,Electabuzz,Electabuzz,Thunder Shock,Thunderbolt
1274,Electabuzz,Electabuzz,Thunder Shock,Frustration
1275,Electabuzz,Electabuzz,Low Kick,Thunder Punch
1276,Electabuzz,Electabuzz,Low Kick,Thunder
1277,Electabuzz,Electabuzz,Low Kick,Thunderbolt
1278,Electabuzz,Electabuzz,Low Kick,Frustration
1279,Magmar,Magmar,Karate Chop,Flamethrower
1280,Magmar,Magmar,Karate Chop,Fire Blast
1281,Magmar,Magmar,Karate Chop,Fire Punch
1282,Magmar,Magmar,Karate Chop,Frustration
1283,Magmar,Magmar,Ember,Flamethrower
1284,Magmar,Magmar,Ember,Fire Blast
1285,Magmar,Magmar,Ember,Fire Punch
1286,Magmar,Magmar,Ember,Frustration
1287,Pinsir,Pinsir,Fury Cutter,Vise Grip
1288,Pinsir,Pinsir,Fury Cutter,Submission
1289,Pinsir,Pinsir,Bug Bite,Vise Grip
1290,Pinsir,Pinsir,Bug Bite,Submission
1291,Pinsir,Pinsir,Rock Smash,Vise Grip
1292,Pinsir,Pinsir,Rock Smash,Submission
1293,Tauros,Tauros,Tackle,Earthquake
1294,Tauros,Tauros,Tackle,Iron Head
1295,Tauros,Tauros,Tackle,Horn Attack
1296,Tauros,Tauros,Zen Headbutt,Earthquake
1297,Tauros,Tauros,Zen Headbutt,Iron Head
1298,Tauros,Tauros,Zen Headbutt,Horn Attack
1299,Magikarp,Magikarp,Splash,Struggle
1300,Magikarp,Magikarp,Splash,Frustration
1301,Gyarados,Gyarados,Bite,Aqua Tail
1302,Gyarados,Gyarados,Dragon Breath,Aqua Tail
1303,Gyarados,Gyarados,Dragon Tail,Aqua Tail
1304,Gyarados,Gyarados,Waterfall,Aqua Tail
1305,Lapras,Lapras,Ice Shard,Ice Beam
1306,Lapras,Lapras,Frost Breath,Ice Beam
1307,Lapras,Lapras,Water Gun,Ice Beam
1308,Ditto,Ditto,Transform,Struggle
1309,Eevee,Eevee,Quick Attack,Dig
1310,Eevee,Eevee,Quick Attack,Swift
1311,Eevee,Eevee,Quick Attack,Body Slam
1312,Eevee,Eevee,Tackle,Dig
1313,Eevee,Eevee,Tackle,Swift
1314,Eevee,Eevee,Tackle,Body Slam
1315,Vaporeon,Vaporeon,Water Gun,Aqua Tail
1316,Vaporeon,Vaporeon,Water Gun,Water Pulse
1317,Vaporeon,Vaporeon,Water Gun,Scald
1318,Jolteon,Jolteon,Thunder Shock,Discharge
1319,Jolteon,Jolteon,Thunder Shock,Thunder
1320,Jolteon,Jolteon,Thunder Shock,Thunderbolt
1321,Jolteon,Jolteon,Thunder Shock,Zap Cannon
1322,Jolteon,Jolteon,Volt Switch,Discharge
1323,Jolteon,Jolteon,Volt Switch,Thunder
1324,Jolteon,Jolteon,Volt Switch,Thunderbolt
1325,Jolteon,Jolteon,Volt Switch,Zap Cannon
1326,Flareon,Flareon,Ember,Flamethrower
1327,Flareon,Flareon,Ember,Heat Wave
1328,Flareon,Flareon,Fire Spin,Flamethrower
1329,Flareon,Flareon,Fire Spin,Heat Wave
1330,Porygon,Porygon,Tackle,Hyper Beam
1331,Porygon,Porygon,Tackle,Psybeam
1332,Porygon,Porygon,Charge Beam,Hyper Beam
1333,Porygon,Porygon,Charge Beam,Psybeam
1334,Porygon,Porygon,Hidden Power,Hyper Beam
1335,Porygon,Porygon,Hidden Power,Psybeam
1336,Omanyte,Omanyte,Mud Shot,Bubble Beam
1337,Omanyte,Omanyte,Mud Shot,Ancient Power
1338,Omanyte,Omanyte,Mud Shot,Rock Tomb
1339,Omanyte,Omanyte,Water Gun,Bubble Beam
1340,Omanyte,Omanyte,Water Gun,Ancient Power
1341,Omanyte,Omanyte,Water Gun,Rock Tomb
1342,Omastar,Omastar,Mud Shot,Ancient Power
1343,Omastar,Omastar,Mud Shot,Rock Slide
1344,Omastar,Omastar,Rock Throw,Ancient Power
1345,Omastar,Omastar,Rock Throw,Rock Slide
1346,Omastar,Omastar,Water Gun,Ancient Power
1347,Omastar,Omastar,Water Gun,Rock Slide
1348,Kabuto,Kabuto,Mud Shot,Aqua Jet
1349,Kabuto,Kabuto,Mud Shot,Ancient Power
1350,Kabuto,Kabuto,Mud Shot,Rock Tomb
1351,Kabuto,Kabuto,Mud Shot,Frustration
1352,Kabuto,Kabuto,Scratch,Aqua Jet
1353,Kabuto,Kabuto,Scratch,Ancient Power
1354,Kabuto,Kabuto,Scratch,Rock Tomb
1355,Kabuto,Kabuto,Scratch,Frustration
1356,Kabutops,Kabutops,Fury Cutter,Stone Edge
1357,Kabutops,Kabutops,Fury Cutter,Ancient Power
1358,Kabutops,Kabutops,Fury Cutter,Water Pulse
1359,Kabutops,Kabutops,Fury Cutter,Frustration
1360,Kabutops,Kabutops,Mud Shot,Stone Edge
1361,Kabutops,Kabutops,Mud Shot,Ancient Power
1362,Kabutops,Kabutops,Mud Shot,Water Pulse
1363,Kabutops,Kabutops,Mud Shot,Frustration
1364,Kabutops,Kabutops,Rock Smash,Stone Edge
1365,Kabutops,Kabutops,Rock Smash,Ancient Power
1366,Kabutops,Kabutops,Rock Smash,Water Pulse
1367,Kabutops,Kabutops,Rock Smash,Frustration
1368,Kabutops,Kabutops,Waterfall,Stone Edge
1369,Kabutops,Kabutops,Waterfall,Ancient Power
1370,Kabutops,Kabutops,Waterfall,Water Pulse
1371,Kabutops,Kabutops,Waterfall,Frustration
1372,Aerodactyl,Aerodactyl,Bite,Hyper Beam
1373,Aerodactyl,Aerodactyl,Bite,Ancient Power
1374,Aerodactyl,Aerodactyl,Bite,Rock Slide
1375,Aerodactyl,Aerodactyl,Bite,Iron Head
1376,Aerodactyl,Aerodactyl,Bite,Earth Power
1377,Aerodactyl,Aerodactyl,Bite,Frustration
1378,Aerodactyl,Aerodactyl,Rock Throw,Hyper Beam
1379,Aerodactyl,Aerodactyl,Rock Throw,Ancient Power
1380,Aerodactyl,Aerodactyl,Rock Throw,Rock Slide
1381,Aerodactyl,Aerodactyl,Rock Throw,Iron Head
1382,Aerodactyl,Aerodactyl,Rock Throw,Earth Power
1383,Aerodactyl,Aerodactyl,Rock Throw,Frustration
1384,Aerodactyl,Aerodactyl,Steel Wing,Hyper Beam
1385,Aerodactyl,Aerodactyl,Steel Wing,Ancient Power
1386,Aerodactyl,Aerodactyl,Steel Wing,Rock Slide
1387,Aerodactyl,Aerodactyl,Steel Wing,Iron Head
1388,Aerodactyl,Aerodactyl,Steel Wing,Earth Power
1389,Aerodactyl,Aerodactyl,Steel Wing,Frustration
1390,Snorlax,Snorlax,Lick,Hyper Beam
1391,Snorlax,Snorlax,Lick,Earthquake
1392,Snorlax,Snorlax,Lick,Body Slam
1393,Snorlax,Snorlax,Lick,Heavy Slam
1394,Snorlax,Snorlax,Lick,Outrage
1395,Snorlax,Snorlax,Lick,Skull Bash
1396,Snorlax,Snorlax,Lick,Superpower
1397,Snorlax,Snorlax,Lick,Frustration
1398,Snorlax,Snorlax,Zen Headbutt,Hyper Beam
1399,Snorlax,Snorlax,Zen Headbutt,Earthquake
1400,Snorlax,Snorlax,Zen Headbutt,Body Slam
1401,Snorlax,Snorlax,Zen Headbutt,Heavy Slam
1402,Snorlax,Snorlax,Zen Headbutt,Outrage
1403,Snorlax,Snorlax,Zen Headbutt,Skull Bash
1404,Snorlax,Snorlax,Zen Headbutt,Superpower
1405,Snorlax,Snorlax,Zen Headbutt,Frustration
1406,Snorlax,Snorlax,Yawn,Hyper Beam
1407,Snorlax,Snorlax,Yawn,Earthquake
1408,Snorlax,Snorlax,Yawn,Body Slam
1409,Snorlax,Snorlax,Yawn,Heavy Slam
1410,Snorlax,Snorlax,Yawn,Outrage
1411,Snorlax,Snorlax,Yawn,Skull Bash
1412,Snorlax,Snorlax,Yawn,Superpower
1413,Snorlax,Snorlax,Yawn,Frustration
1414,Articuno,Articuno,Ice Shard,Ice Beam
1415,Articuno,Articuno,Ice Shard,Blizzard
1416,Articuno,Articuno,Ice Shard,Ancient Power
1417,Articuno,Articuno,Ice Shard,Icy Wind
1418,Articuno,Articuno,Ice Shard,Hurricane
1419,Articuno,Articuno,Frost Breath,Ice Beam
1420,Articuno,Articuno,Frost Breath,Blizzard
1421,Articuno,Articuno,Frost Breath,Ancient Power
1422,Articuno,Articuno,Frost Breath,Icy Wind
1423,Articuno,Articuno,Frost Breath,Hurricane
1424,Zapdos,Zapdos,Thunder Shock,Drill Peck
1425,Zapdos,Zapdos,Thunder Shock,Ancient Power
1426,Zapdos,Zapdos,Thunder Shock,Thunder
1427,Zapdos,Zapdos,Thunder Shock,Thunderbolt
1428,Zapdos,Zapdos,Thunder Shock,Zap Cannon
1429,Zapdos,Zapdos,Thunder Shock,Frustration
1430,Zapdos,Zapdos,Charge Beam,Drill Peck
1431,Zapdos,Zapdos,Charge Beam,Ancient Power
1432,Zapdos,Zapdos,Charge Beam,Thunder
1433,Zapdos,Zapdos,Charge Beam,Thunderbolt
1434,Zapdos,Zapdos,Charge Beam,Zap Cannon
1435,Zapdos,Zapdos,Charge Beam,Frustration
1436,Moltres,Moltres,Wing Attack,Heat Wave
1437,Moltres,Moltres,Wing Attack,Ancient Power
1438,Moltres,Moltres,Wing Attack,Fire Blast
1439,Moltres,Moltres,Wing Attack,Sky Attack
1440,Moltres,Moltres,Fire Spin,Heat Wave
1441,Moltres,Moltres,Fire Spin,Ancient Power
1442,Moltres,Moltres,Fire Spin,Fire Blast
1443,Moltres,Moltres,Fire Spin,Sky Attack
1444,Dratini,Dratini,Dragon Breath,Wrap
1445,Dratini,Dratini,Dragon Breath,Aqua Tail
1446,Dratini,Dratini,Dragon Breath,Twister
1447,Dratini,Dratini,Dragon Breath,Frustration
1448,Dratini,Dratini,Iron Tail,Wrap
1449,Dratini,Dratini,Iron Tail,Aqua Tail
1450,Dratini,Dratini,Iron Tail,Twister
1451,Dratini,Dratini,Iron Tail,Frustration
1452,Dragonair,Dragonair,Dragon Breath,Wrap
1453,Dragonair,Dragonair,Dragon Breath,Aqua Tail
1454,Dragonair,Dragonair,Dragon Breath,Dragon Pulse
1455,Dragonair,Dragonair,Dragon Breath,Frustration
1456,Dragonair,Dragonair,Iron Tail,Wrap
1457,Dragonair,Dragonair,Iron Tail,Aqua Tail
1458,Dragonair,Dragonair,Iron Tail,Dragon Pulse
1459,Dragonair,Dragonair,Iron Tail,Frustration
1460,Dragonite,Dragonite,Dragon Breath,Hyper Beam
1461,Dragonite,Dragonite,Dragon Breath,Dragon Pulse
1462,Dragonite,Dragonite,Steel Wing,Hyper Beam
1463,Dragonite,Dragonite,Steel Wing,Dragon Pulse
1464,Dragonite,Dragonite,Dragon Tail,Hyper Beam
1465,Dragonite,Dragonite,Dragon Tail,Dragon Pulse
1466,Mewtwo,Mewtwo,Psycho Cut,Hyper Beam
1467,Mewtwo,Mewtwo,Confusion,Hyper Beam
1468,Mewtwo,Mewtwo (Armored Mewtwo),Confusion,Earthquake
1469,Mewtwo,Mewtwo (Armored Mewtwo),Confusion,Rock Slide
1470,Mewtwo,Mewtwo (Armored Mewtwo),Confusion,Psystrike
1471,Mewtwo,Mewtwo (Armored Mewtwo),Confusion,Dynamic Punch
1472,Mewtwo,Mewtwo (Armored Mewtwo),Confusion,Future Sight
1473,Mewtwo,Mewtwo (Armored Mewtwo),Iron Tail,Earthquake
1474,Mewtwo,Mewtwo (Armored Mewtwo),Iron Tail,Rock Slide
1475,Mewtwo,Mewtwo (Armored Mewtwo),Iron Tail,Psystrike
1476,Mewtwo,Mewtwo (Armored Mewtwo),Iron Tail,Dynamic Punch
1477,Mewtwo,Mewtwo (Armored Mewtwo),Iron Tail,Future Sight
1478,Mew,Mew,Shadow Claw,Hyper Beam
1479,Mew,Mew,Shadow Claw,Dark Pulse
1480,Mew,Mew,Shadow Claw,Stone Edge
1481,Mew,Mew,Shadow Claw,Flash Cannon
1482,Mew,Mew,Shadow Claw,Ice Beam
1483,Mew,Mew,Shadow Claw,Blizzard
1484,Mew,Mew,Shadow Claw,Low Sweep
1485,Mew,Mew,Shadow Claw,Psyshock
1486,Mew,Mew,Shadow Claw,Ancient Power
1487,Mew,Mew,Shadow Claw,Rock Slide
1488,Mew,Mew,Shadow Claw,Thunder
1489,Mew,Mew,Shadow Claw,Thunderbolt
1490,Mew,Mew,Shadow Claw,Dragon Claw
1491,Mew,Mew,Shadow Claw,Dazzling Gleam
1492,Mew,Mew,Shadow Claw,Bulldoze
1493,Mew,Mew,Shadow Claw,Flame Charge
1494,Mew,Mew,Shadow Claw,Psychic
1495,Mew,Mew,Shadow Claw,Solar Beam
1496,Mew,Mew,Shadow Claw,Focus Blast
1497,Mew,Mew,Shadow Claw,Wild Charge
1498,Mew,Mew,Shadow Claw,Gyro Ball
1499,Mew,Mew,Shadow Claw,Overheat
1500,Mew,Mew,Shadow Claw,Grass Knot
1501,Mew,Mew,Shadow Claw,Energy Ball
1502,Mew,Mew,Shadow Claw,Surf
1503,Mew,Mew,Frost Breath,Hyper Beam
1504,Mew,Mew,Frost Breath,Dark Pulse
1505,Mew,Mew,Frost Breath,Stone Edge
1506,Mew,Mew,Frost Breath,Flash Cannon
1507,Mew,Mew,Frost Breath,Ice Beam
1508,Mew,Mew,Frost Breath,Blizzard
1509,Mew,Mew,Frost Breath,Low Sweep
1510,Mew,Mew,Frost Breath,Psyshock
1511,Mew,Mew,Frost Breath,Ancient Power
1512,Mew,Mew,Frost Breath,Rock Slide
1513,Mew,Mew,Frost Breath,Thunder
1514,Mew,Mew,Frost Breath,Thunderbolt
1515,Mew,Mew,Frost Breath,Dragon Claw
1516,Mew,Mew,Frost Breath,Dazzling Gleam
1517,Mew,Mew,Frost Breath,Bulldoze
1518,Mew,Mew,Frost Breath,Flame Charge
1519,Mew,Mew,Frost Breath,Psychic
1520,Mew,Mew,Frost Breath,Solar Beam
1521,Mew,Mew,Frost Breath,Focus Blast
1522,Mew,Mew,Frost Breath,Wild Charge
1523,Mew,Mew,Frost Breath,Gyro Ball
1524,Mew,Mew,Frost Breath,Overheat
1525,Mew,Mew,Frost Breath,Grass Knot
1526,Mew,Mew,Frost Breath,Energy Ball
1527,Mew,Mew,Frost Breath,Surf
1528,Mew,Mew,Pound,Hyper Beam
1529,Mew,Mew,Pound,Dark Pulse
1530,Mew,Mew,Pound,Stone Edge
1531,Mew,Mew,Pound,Flash Cannon
1532,Mew,Mew,Pound,Ice Beam
1533,Mew,Mew,Pound,Blizzard
1534,Mew,Mew,Pound,Low Sweep
1535,Mew,Mew,Pound,Psyshock
1536,Mew,Mew,Pound,Ancient Power
1537,Mew,Mew,Pound,Rock Slide
1538,Mew,Mew,Pound,Thunder
1539,Mew,Mew,Pound,Thunderbolt
1540,Mew,Mew,Pound,Dragon Claw
1541,Mew,Mew,Pound,Dazzling Gleam
1542,Mew,Mew,Pound,Bulldoze
1543,Mew,Mew,Pound,Flame Charge
1544,Mew,Mew,Pound,Psychic
1545,Mew,Mew,Pound,Solar Beam
1546,Mew,Mew,Pound,Focus Blast
1547,Mew,Mew,Pound,Wild Charge
1548,Mew,Mew,Pound,Gyro Ball
1549,Mew,Mew,Pound,Overheat
1550,Mew,Mew,Pound,Grass Knot
1551,Mew,Mew,Pound,Energy Ball
1552,Mew,Mew,Pound,Surf
1553,Mew,Mew,Cut,Hyper Beam
1554,Mew,Mew,Cut,Dark Pulse
1555,Mew,Mew,Cut,Stone Edge
1556,Mew,Mew,Cut,Flash Cannon
1557,Mew,Mew,Cut,Ice Beam
1558,Mew,Mew,Cut,Blizzard
1559,Mew,Mew,Cut,Low Sweep
1560,Mew,Mew,Cut,Psyshock
1561,Mew,Mew,Cut,Ancient Power
1562,Mew,Mew,Cut,Rock Slide
1563,Mew,Mew,Cut,Thunder
1564,Mew,Mew,Cut,Thunderbolt
1565,Mew,Mew,Cut,Dragon Claw
1566,Mew,Mew,Cut,Dazzling Gleam
1567,Mew,Mew,Cut,Bulldoze
1568,Mew,Mew,Cut,Flame Charge
1569,Mew,Mew,Cut,Psychic
1570,Mew,Mew,Cut,Solar Beam
1571,Mew,Mew,Cut,Focus Blast
1572,Mew,Mew,Cut,Wild Charge
1573,Mew,Mew,Cut,Gyro Ball
1574,Mew,Mew,Cut,Overheat
1575,Mew,Mew,Cut,Grass Knot
1576,Mew,Mew,Cut,Energy Ball
1577,Mew,Mew,Cut,Surf
1578,Mew,Mew,Poison Jab,Hyper Beam
1579,Mew,Mew,Poison Jab,Dark Pulse
1580,Mew,Mew,Poison Jab,Stone Edge
1581,Mew,Mew,Poison Jab,Flash Cannon
1582,Mew,Mew,Poison Jab,Ice Beam
1583,Mew,Mew,Poison Jab,Blizzard
1584,Mew,Mew,Poison Jab,Low Sweep
1585,Mew,Mew,Poison Jab,Psyshock
1586,Mew,Mew,Poison Jab,Ancient Power
1587,Mew,Mew,Poison Jab,Rock Slide
1588,Mew,Mew,Poison Jab,Thunder
1589,Mew,Mew,Poison Jab,Thunderbolt
1590,Mew,Mew,Poison Jab,Dragon Claw
1591,Mew,Mew,Poison Jab,Dazzling Gleam
1592,Mew,Mew,Poison Jab,Bulldoze
